,id,t,monday,tuesday,wednesday,thursday,friday,saturday,sunday,mood,circumplex.arousal,circumplex.valence,activity,screen,call,sms,appCat.builtin,appCat.communication,appCat.entertainment,appCat.finance,appCat.game,appCat.office,appCat.other,appCat.social,appCat.travel,appCat.unknown,appCat.utilities,appCat.weather,mood (target)
132,AS14.16,5,0,1,1,1,1,1,0,6.64,0.49,0.72,0.11816543,79.04483018,1,1,187.9864593,26.94505494,94.23925,34.9825,,,7.0405,42.07255556,,,,4.01,7.2
133,AS14.16,5,1,1,1,1,0,0,1,7.24,0.14,1,0.097981694,58.25781101,1,1,5.593517278,30.25511762,64.026625,66.3335,,,6.0225,48.4502,,,,,8
134,AS14.16,3,1,0,0,0,1,0,1,7.444444444,1.166666667,1,0.069988724,132.5565168,1,,9.507038817,31.13663889,128.805625,29.127,,,15.073,46.819625,124.535,11.114,13.048,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,AS14.17,5,0,1,1,1,1,1,0,7.47,0.563333333,1.176666667,,,1,1,,,,,,,,,,,,,7.2
136,AS14.17,5,1,1,1,1,0,0,1,6.876666667,0.483333333,0.603333333,,,1,1,,,,,,,,,,,,,8
137,AS14.17,5,1,0,0,1,1,1,1,7.44,0.733333333,0.853333333,0.150061364,85.31291109,1,1,123.8468356,79.43209651,166.1660212,,,9.8412,11.813975,62.16198806,27.20411806,,15.58616667,,7.5
138,AS14.17,5,0,1,1,1,1,1,0,7.18,0.46,0.8,0.136303596,75.71191269,1,1,5.310997065,46.05028156,188.694464,21.08,,149.7215,13.83763167,38.5805787,25.83806871,,13.147875,,8
139,AS14.17,5,1,1,1,1,0,0,1,7.47,0.51,0.95,0.093495175,72.17848709,1,1,10.06376805,29.80570547,135.6650952,,,50.86315385,26.62843508,79.16422057,121.8663301,,15.71779167,,7
140,AS14.17,5,1,1,0,0,1,1,1,7.05,0.25,1.01,0.092185757,120.9560338,1,1,7.504073781,29.05596138,232.3608318,,,162.0128334,8.420519682,53.14111064,16.7758,25.867125,16.049,,7
141,AS14.17,5,0,0,1,1,1,1,1,7.07,0.37,1,0.131799237,47.6374732,,,6.58798683,20.67792924,312.0267265,,,52.64042857,13.06183667,45.74356128,21.84144105,,14.44566667,,7
142,AS14.17,5,1,1,1,1,1,0,0,7.04,0.68,1,0.120686039,44.56647279,1,1,8.053056852,27.14187607,131.8611694,,,61.01383333,14.10270627,31.54601289,20.9013437,,6.872388889,,7
143,AS14.17,5,1,1,1,0,0,1,1,7.09,0.68,1,0.09981168,58.28521784,1,1,4.892877232,33.44527661,164.8738176,,,143.7125,9.212766666,36.14935215,32.49210785,,3.01,,7.2
144,AS14.17,5,1,0,0,1,1,1,1,7.27,0.83,0.866666667,0.141303728,55.49797225,1,1,78.39097717,43.28535793,157.6311417,,,53.74255715,10.66116667,66.36776552,163.6885,,5.557,,7
145,AS14.17,5,0,1,1,1,1,1,0,7.25,0.56,1,0.182442756,61.33751196,1,1,69.85375503,30.83533524,65.82880358,30.276,670.54175,,7.78998,71.50269251,512.7021929,,19.65633333,,7.5
146,AS14.17,1,1,0,0,0,0,0,0,7.5,1,1,0.120825197,56.58786485,,,4.275,25.60527778,20.078,,,,5.556,127.8433333,38.09316667,,15.98533333,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,AS14.19,5,1,1,0,0,1,1,1,5.953333333,-0.636666667,0.503333333,0.090567156,114.717978,1,,26.3691296,103.6408689,4.354166667,,,,18.54285429,36.15416667,,,,,6
148,AS14.19,5,0,0,1,1,1,1,1,6.72,-0.28,0.84,0.118493926,40.81577481,1,1,18.60077416,32.4839725,152.8532222,,,,11.20440667,21.30301905,,4.128875,,,7.2
149,AS14.19,5,1,1,1,1,1,0,0,6.96,-0.16,0.64,0.114169937,54.54000629,1,1,13.35779625,40.71180001,,,,,12.69784,25.91701667,79.40566667,2.940666667,,,8
150,AS14.19,5,1,1,1,0,0,1,1,7.17,-0.73,0.92,0.124048546,37.11666943,1,1,9.975871658,31.55718154,,,60.16366667,,11.13064,62.44833334,,,13.3355,,6.75
151,AS14.19,5,1,0,0,1,1,1,1,6.99,-0.22,0.87,0.10191072,34.46516385,1,,27.06489009,24.73731515,,,,,10.33909,41.14754667,,10.5705,,,6.4
152,AS14.19,5,0,1,1,1,1,1,0,6.72,-0.76,0.96,0.096938953,48.6415222,1,1,6.756931375,54.39681629,,,229.132,,11.13911714,30.72613141,,3.558333334,,,7.6
153,AS14.19,5,1,1,1,1,0,0,1,6.68,-0.2,1.04,0.11773738,38.33733387,1,1,9.098678809,34.84988137,,,,,13.41442667,954.7288229,,,,,7.25
154,AS14.19,5,1,1,0,0,1,1,1,6.986666667,-0.17,0.856666667,0.100041378,43.32394185,1,1,22.67895692,46.16653584,546.49,,,,13.60682667,27.42272731,13.14810715,,1.8265,,7
155,AS14.19,5,0,0,1,1,1,1,1,7.12,0.12,0.92,0.124537125,45.57721296,1,1,19.10585146,49.91662078,5.125,,,,11.96586,43.94426137,,1.5165,,,7
156,AS14.19,1,1,0,0,0,0,0,0,7,0.25,1,0,6.10800004,,,,6.098,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157,AS14.20,5,1,0,0,1,1,1,1,7.18,0.17,0.59,0.02808642,64.98526504,,1,19.58925476,27.95093762,57.68416667,,238.7255,,13.92396667,32.07546667,,434.2185,,,6
158,AS14.20,5,0,1,1,1,1,1,0,6.69,0.28,0.33,11.45332921,41.4956894,1,,22.31381764,13.74955325,73.2509111,,272.9795555,,12.1923125,34.72248744,,37.0025,14.7715,,7.5
159,AS14.20,5,1,1,1,1,0,0,1,6.783333333,0.426666667,0.476666667,0.102972187,39.69506999,1,1,13.52399359,24.48198333,37.1955,,953.245,,14.7525,59.931225,46.717,164.2202,,,7
160,AS14.20,5,1,1,0,0,1,1,1,7.01,0.57,0.77,0.039781366,56.90960822,1,1,8.029581899,23.30974205,35.06183333,9.424875,391.8336667,,10.1235,82.467025,,,,,7.75
161,AS14.20,5,0,0,1,1,1,1,1,7.17,0.25,0.69,0.038454172,38.22076297,1,1,10.13723043,26.16603069,25.88552084,24.846,385.9315,,20.62234722,42.25514722,,,,,6.8
162,AS14.20,5,1,1,1,1,1,0,0,6.79,0,0.46,1.026516825,24.28223588,,1,11.34245252,19.70784537,28.457,,248.4475,,9.891,23.91153333,,19.59,,,7.5
163,AS14.20,5,1,1,1,0,0,1,1,7.18,-0.106666667,0.546666667,0.081152481,24.02420527,1,1,14.20730672,16.70201834,13.424,,196.45,,11.95245614,47.207775,,3.01,,,7
164,AS14.20,5,1,0,0,1,1,1,1,6.92,0.16,0.32,0.040277182,41.12011855,1,1,16.50249199,20.33253955,47.27046429,,187.0023333,,26.22027083,61.38200455,,59.635,,,7.25
165,AS14.20,5,0,1,1,1,1,1,0,7.04,0.17,0.49,0.003472222,104.876,,,,,,,,,,65.926,,,,,7.333333333
166,AS14.20,2,1,0,0,,0,0,1,7.166666667,0,0.333333334,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
167,AS14.23,5,1,1,1,0,0,1,1,6.6,-0.25,0.73,0.324954637,106.5314385,1,1,20.18200047,28.74988797,148.2426569,,44.9755,,33.74971955,80.10301942,35.423,40.7185831,6.8085,,7
168,AS14.23,5,1,0,0,1,1,1,1,7.15,0.27,1.33,0.392003082,60.08836621,1,,18.26626478,32.3060513,123.8372295,,59.92235955,,12.09873651,24.33265909,24.0973125,132.9839417,48.304,,7.5
169,AS14.23,5,0,1,1,1,1,1,0,7,0.55,1.2,0.455336157,59.7175788,1,1,19.35853827,35.74230532,118.631027,,40.73813026,141.805,17.02961167,22.24407955,46.34751191,20.08232083,16.744,,7
170,AS14.23,5,1,1,1,1,0,0,1,6.71,-0.09,0.69,0.316313493,73.04090842,1,1,18.28097301,30.24263236,80.35752269,,168.5927833,,13.31001591,67.61870222,51.5623,18.54727778,4.647625,,7
171,AS14.23,5,0,1,1,0,1,1,1,7.32,0.15,1,0.346817505,60.83918585,1,,19.42120342,37.18975369,147.6290997,,81.90890111,176.4948807,15.37235645,19.01012637,37.39223214,52.88740278,,,7.4
172,AS14.23,5,1,0,0,1,1,1,1,7.54,0.3,1.08,0.433269788,43.43765086,1,,15.23554985,30.22755976,50.71916286,,50.54638889,100.4799337,20.00071703,36.87530208,18.6015,30.07102,32.85516667,,6.2
173,AS14.23,5,0,1,1,1,1,1,0,7.18,-0.1,0.92,0.383379914,65.96814972,1,1,24.58221698,42.07247437,43.36383333,,33.27822222,49.78958899,27.37831775,44.92340774,35.48083333,30.43728889,4.137916667,,7
174,AS14.23,4,1,1,1,0,0,0,1,7.636,-0.34,1.024,0.387716356,58.35167877,1,1,18.89453658,31.42346148,73.56017512,,256.8609445,118.2611516,62.69172958,40.1981008,36.45811111,34.77829414,8.442638889,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175,AS14.24,5,1,1,1,1,1,0,0,7.35,-0.22,0.61,0.083505539,73.57511837,1,1,19.71495129,74.08034787,5.76675,,,,16.85593048,40.17460938,95.996,,2.252277778,,7.25
176,AS14.24,5,1,1,1,0,0,1,1,7.45,0.25,0.92,0.054140956,96.69523372,1,1,8.74318934,94.63116277,9.2419,,,,9.38144,49.77166476,,6.546142857,4.136416667,,6.8
177,AS14.24,5,1,0,0,1,1,1,1,6.88,0.03,0.62,0.120310538,64.50336315,1,1,8.419428898,49.50089905,9.795222223,,,22.86425,10.5323,31.25517394,51.019,,9.476100001,,6
178,AS14.24,5,0,1,1,1,1,1,0,6.713333333,-0.31,0.733333333,0.086387353,93.44029989,1,1,13.81282824,80.70548116,9.292239317,,,111.56075,10.16681,71.60649166,,15.006,4.397357143,,7.5
179,AS14.24,5,1,0,1,1,1,0,1,6.98,-0.166666667,0.816666667,0.079224433,83.52254256,1,1,13.09693633,63.0355988,36.42915385,,,25.99,13.27734,25.63540909,11.38166667,220.8505,2.484433333,,7
180,AS14.24,5,1,1,1,0,0,1,1,6.79,-0.676666667,0.4875,0.069291175,86.90563713,1,1,19.63101533,62.84478278,21.64641894,,,22.284625,10.21905333,23.30249167,23.2,171.448,5.5581625,,6.4
181,AS14.24,5,1,0,0,1,1,1,1,7.12,-0.03,0.75,0.028216496,81.95119418,1,1,12.2281831,67.07062726,5.98425,,,39.219,11.33032,26.76333858,,,6.05,,7
182,AS14.24,5,0,1,1,1,1,1,0,6.76,0.12,0.72,0.032072851,67.27957862,1,1,9.561308697,42.18232828,10.082,,,,12.19987333,38.17152592,,11.46966667,1.336333333,,7
183,AS14.24,5,1,1,1,1,0,0,1,6.76,0.23,0.793333333,0.045978563,102.4510117,1,1,12.84268928,40.21239117,,,,,10.84986667,30.27917,60.49866667,,,,7.4
184,AS14.24,5,1,1,0,0,1,1,1,7.156666667,0.186666667,0.973333333,0.085218249,80.50920659,1,1,11.9035282,68.26257559,21.205,,,,8.547030475,50.35502043,,,4.44965,,7
185,AS14.24,5,0,0,1,1,1,1,1,7.2,-0.3,1,0.109921394,94.32920454,1,1,35.05888913,67.2515019,,,,,8.31576,70.13165278,75.24566667,,2.072,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
186,AS14.25,5,0,1,1,1,1,1,0,7.33,0.06,0.56,0.12514893,79.41504806,1,1,26.3642072,47.89263642,43.6915,,62.0385625,22.34865714,21.02511667,407.7454364,53.56022222,,4.123,26.47233333,6.6
187,AS14.25,5,1,1,1,1,0,0,1,6.64,0.03,0.24,0.087510983,101.9067168,1,1,8.855812863,69.24247686,60.439,,137.879,26.74922778,18.63787687,124.6433524,25.83568254,,,18.01675,6.25
188,AS14.25,5,1,1,0,0,1,1,1,7.24,-0.23,0.36,0.095159471,93.71131085,1,1,14.70957064,65.38141823,,,37.68535,17.637625,32.29081742,124.528833,45.0116875,,,26.0385,6.5
189,AS14.25,5,0,0,1,1,1,1,1,6.63,-0.29,0.31,0.082028395,78.2285322,1,1,9.680841899,55.19261333,,93.634,71.51573611,6.543766667,14.64285833,304.4778459,48.396,25.2195,,19.83761111,7.2
190,AS14.25,5,1,1,1,1,1,0,0,6.58,-0.43,-0.04,0.107508544,80.16727316,1,1,17.03855959,62.59944935,173.3785833,,152.9467778,15.58693333,21.59602262,150.7826875,34.84717556,,,8.867833334,6.4
191,AS14.25,5,1,0,1,1,0,1,1,6.813333333,-0.13,0.22,0.071382235,129.6368967,1,1,18.35949246,73.41913845,120.0930298,35.8025,303.418785,17.36725,18.64790167,286.80875,52.80459,,,19.12525,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
192,AS14.26,5,1,1,1,1,0,0,1,6.74,0.09,0.28,,,1,1,,,,,,,,,,,,,8
193,AS14.26,5,1,1,0,0,1,1,1,7.4,0.2,0.52,,,1,1,,,,,,,,,,,,,6.4
194,AS14.26,5,0,0,1,1,1,1,1,6.94,0.31,0.37,,,1,1,,,,,,,,,,,,,6.75
195,AS14.26,5,1,1,1,1,1,0,0,6.55,0.17,0.08,,,1,1,,,,,,,,,,,,,7.75
196,AS14.26,5,1,1,1,0,0,1,1,7.15,0.32,0.4,0.079834719,127.2606483,1,1,78.23498846,26.25866876,90.95375,,,66.4895,10.80817857,146.3515938,,149.882,,9.9095,6
197,AS14.26,5,1,0,0,1,1,1,1,7.12,0.4,0.52,0.10020654,133.1240843,,1,42.86553142,32.83055335,105.9846667,,,,9.7732,138.0804724,107.875,,22.597,,7.25
198,AS14.26,5,0,1,1,1,1,1,0,6.77,0.38,0.44,0.134924946,86.89351897,1,1,25.90117269,35.7292652,44.442,,,,9.40688,89.48551285,98.291,52.13033335,,11.73434375,7.8
199,AS14.26,5,1,1,1,1,0,0,1,7.08,0.44,0.56,0.107420593,79.90037463,1,1,9.595654322,37.11283712,39.32508333,,,,9.5966,163.6083421,48.738,,26.402,22.4665,7.2
200,AS14.26,5,1,0,1,0,1,1,1,7.14,0.05,0.53,0.079520291,108.0699125,1,1,8.851054857,32.14462823,63.61108333,,,,8.87545,136.9772452,36.207,54.594625,,12.076,6.6
201,AS14.26,5,1,0,0,1,1,1,1,6.8,0.2,0.48,0.075692179,91.31198423,1,1,41.65865096,29.32820041,98.61622223,,,,8.84558,93.50991844,35.2735,66.74545455,27.158,13.06928572,7
202,AS14.26,5,0,1,1,1,1,1,0,6.84,0.34,0.42,0.120838353,93.06073882,1,1,18.69053623,39.88407238,62.39016667,,,,7.00704,104.922275,62.436,2.008,24.135,,7.2
203,AS14.26,5,1,1,1,1,0,0,1,7.16,-0.08,0.76,0.112006812,110.5357914,1,,9.406509742,33.64662301,81.7247,,,,8.12168,130.5693032,106.591,135.795,25.177,8.0485,6.2
204,AS14.26,5,1,1,0,0,1,1,1,6.96,-0.06,0.56,0.090826609,95.70672661,1,,17.50491296,37.47375522,159.101475,,,,27.11307999,109.0165362,46.80091667,51.333,25.1645,18.07855,5.4
205,AS14.26,3,0,0,1,1,1,0,0,6.4,0.066666667,0.133333333,0.053935302,100.54515,1,,25.98193407,29.72482099,72.37614286,,,,7.69195,118.0619773,68.4215,,,15.36008333,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
206,AS14.27,5,1,0,0,1,1,1,1,7.28,0.08,0.48,0.0869458,52.79250222,1,1,9.057781474,44.78950751,,,41.38200317,24.4285,15.88034857,61.11976374,56.54283333,,19.125,12.737,7.6
207,AS14.27,5,0,1,1,1,1,1,0,6.96,0.05,0.38,25.06924569,53.80323523,1,1,11.14988703,43.53000169,,,36.08082167,,17.92191524,67.75304131,40.92606667,,1.004,,8.75
208,AS14.27,5,1,1,1,1,0,0,1,7.79,-0.42,0.94,0.105516606,46.4206275,1,1,7.546197485,40.28207961,,,31.67285,,15.779385,57.07596455,95.32682998,,,29.347,8.6
209,AS14.27,5,1,1,0,0,1,1,1,7.58,-0.33,0.7,0.105397993,48.1346819,1,1,39.19215769,50.68578475,,,36.55163111,,12.67864667,53.99537841,109.1435556,,,24.24325,8
210,AS14.27,5,0,0,1,1,1,1,1,8.106666667,0.573333333,0.893333333,0.157118777,46.80078272,1,,6.664889031,41.03467168,,,34.67009167,,20.82611333,60.74278452,80.59252857,,1.003,15.236625,7.8
211,AS14.27,5,1,1,1,1,1,0,0,7.28,-0.08,0.6,0.107969348,54.91048031,1,,6.719635634,45.84218189,207.012,,47.62533111,,17.25667905,79.33807702,126.02925,,,,6.4
212,AS14.27,5,1,0,1,1,0,1,1,7.253333333,0.44,0.453333333,0.102955661,49.21660583,1,1,8.890123758,53.89818662,,,31.299325,,10.33824,46.15335,71.32533333,,,,6.4
123,AS14.27,5,1,1,0,0,1,1,1,6.92,0.8,0.32,0.089427461,43.70365725,1,1,6.405173074,46.64290139,,,16.8705625,,9.98084,46.91757297,28.979,,,23.4836375,7.5
214,AS14.27,2,0,0,1,1,0,0,0,7.25,1.25,0.625,0.088333333,58.68761112,,,5.911096774,62.8605,,,,,12.0695,92.9168,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
215,AS14.28,5,1,1,1,1,1,0,0,6.91,-0.14,0.33,0.093999164,71.33653625,1,,14.1924592,35.16745087,74.88771098,19.86981667,83.99826667,,15.64593333,56.94312465,48.48007292,11.044,9.54156349,34.34944444,7.6
216,AS14.28,5,1,1,1,0,0,1,1,7.52,-0.48,0.93,0.09889542,74.95630119,,1,18.48080239,38.42230186,71.28685417,19.502,43.40329167,,14.64051333,54.53806596,55.66525,16.182,10.03947436,22.87808333,7
217,AS14.28,5,1,0,0,1,1,1,1,7.24,-0.79,0.6,0.148563228,81.08459054,1,1,13.03948119,41.34657937,62.71500556,7.245916667,79.89483125,,14.09426,47.97246863,24.79218514,32.707,20.09375255,27.68820833,6.8
218,AS14.28,5,0,1,1,1,1,1,0,6.67,-0.16,0.216666667,0.063276902,74.58145558,1,,11.90826353,39.51520721,121.8207083,9.489227692,88.02686161,,12.21565333,54.77900737,48.06843334,16.249,16.26392194,32.53125,7.8
219,AS14.28,5,1,1,1,1,0,0,1,7.61,-0.253333333,1.04,0.095688003,76.85176013,,1,15.95588046,36.38212568,172.7762667,7.9635,72.05886,,9.67592,56.67068687,39.97432408,29.837,17.97907468,28.32247917,7
220,AS14.28,5,1,1,0,0,1,1,1,7.35,-0.13,0.86,0.061778811,91.41240841,,,11.43641485,26.06254804,31.02543015,6.766722222,24.668,23.264,92.19671667,57.19991315,59.8991875,32.232,11.32495238,18.50637407,6.2
221,AS14.28,5,0,0,1,1,1,1,1,6.72,-0.34,0.653333333,0.050754134,71.7730217,1,1,14.23605459,27.68304273,66.62754167,8.63311111,77.04306805,,21.51106071,53.77597377,37.07027778,52.2315,14.40787813,33.07133333,7
222,AS14.28,3,1,0,1,1,0,0,0,6.611111111,0.166666667,0.416666667,0.042567598,58.8656579,1,,14.951713,28.16669029,43.02775,6.58775,115.9227778,,25.6008052,48.18247903,63.9775,37.73325,23.89663158,15.664,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
223,AS14.29,5,0,0,1,1,1,1,1,7.94,-0.24,0.82,0.12438329,80.49594928,1,1,11.63438116,31.38248528,20.7181,,,7.377336103,23.84617143,100.0199214,68.66493333,,4.864,,7.2
224,AS14.29,5,1,1,1,1,1,0,0,7.68,-0.08,0.72,0.117600423,85.39350563,1,1,15.16925303,44.33299251,40.03686364,27.183,,7.496410067,28.16580444,89.49728832,36.5978,,1.17725,,8.25
225,AS14.29,5,1,1,1,0,0,1,1,8.1,-0.06,0.87,0.112178967,83.83074419,1,1,16.87239123,36.86900636,64.69123397,1.004,,5.206751901,14.6708631,70.9786443,39.24855926,,,,7.6
226,AS14.29,5,1,0,0,1,1,1,1,7.46,-0.11,0.48,0.089891703,88.73806115,1,1,9.170146132,50.22415496,255.101,,,73.92930268,17.97986167,69.5604526,43.29633333,,1.174833334,,6.4
227,AS14.29,5,0,1,1,1,1,1,0,7.06,0.12,0.47,0.176466725,66.39953206,1,1,18.56921152,35.42169834,238.0995,,,7.743921858,11.09968,64.43356893,39.52919897,,9.809944444,,6.5
228,AS14.29,5,1,1,1,1,0,0,1,7.3,-0.23,0.36,0.111052074,85.75404849,1,1,23.01814528,33.82785294,95.73719903,68.332,,10.06062687,10.0532,100.3086698,39.27601587,,,,8
229,AS14.29,5,1,0,1,1,0,1,1,7.786666667,-0.026666667,0.893333333,0.206126707,52.75976911,1,1,11.24999022,37.02151187,15.14175,,,45.46131006,33.662075,71.53874627,30.24336364,,,,7.4
230,AS14.29,5,1,1,0,0,1,1,1,7.44,-0.2,0.6,0.092109802,121.7476026,1,1,9.834358876,58.07901786,80.50354168,21.77766667,,5.884675771,43.74029048,82.6488482,32.1435,,7.8285,,7.6
231,AS14.29,2,0,0,1,1,0,0,0,6.8,-0.15,0.2,125,3.718000054,,,,102.4325,,,,7.171,,33.71825,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
232,AS14.30,5,1,0,0,1,1,1,1,7.6,-0.333333333,1.04,0.156130579,159.0280141,1,1,9.071280374,67.28020506,204.1951603,9.838651517,,136.9773333,81.448419,134.6753809,,19.01186667,7.117702906,99.26925,8
233,AS14.30,5,0,1,1,1,1,1,0,7.75,-0.43,0.92,0.175226577,161.0495365,1,,9.562544141,70.37957338,183.1872892,7.182944444,,114.90325,54.50331333,92.52675854,13.2995,91.52558333,5.710107983,6.087,7.6
234,AS14.30,5,1,1,1,1,0,0,1,7.72,-0.72,0.96,0.158647394,111.0759373,1,1,13.72183134,59.01776681,194.6330707,12.806,,39.62766667,33.91377187,91.31935944,22.161,72.99585,6.223700794,1.007,7.8
235,AS14.30,5,1,1,0,0,1,1,1,7.84,-0.76,1,0.116420504,153.0498411,1,,18.91451234,62.80818494,222.045566,27.03505556,373.7204917,10.073,30.72201633,87.68786183,43.81433333,24.14275,7.731131789,28.73183334,7.75
236,AS14.30,5,0,0,1,1,1,1,1,7.723333333,-0.953333333,0.973333333,0.116293141,179.9116812,1,1,12.51456873,71.52921481,233.0489884,8.308122222,389.9467133,25.6465,33.93446234,106.319761,38.8755,18.276,5.631246218,8.032,7.75
237,AS14.30,5,1,1,1,1,1,0,0,7.75,-0.81,1.08,0.137495009,175.2573011,1,,12.77376105,69.24528927,266.2094356,13.55772223,272.6430444,108.721,77.91748807,84.26478492,51.313,73.52319444,4.726244877,,7.8
238,AS14.30,5,1,1,1,0,0,1,1,7.79,-1.25,1.04,0.112477235,218.8224308,1,1,10.02102284,92.54736866,227.1994935,8.44459375,207.8853334,,27.48512879,99.06692708,,409.9267381,9.01493091,3.008,8.2
239,AS14.30,5,1,0,0,1,1,1,1,7.86,-1.08,1.04,0.190039488,193.4947195,1,1,65.51471525,55.7385257,367.7487006,16.87847321,197.2133333,8.1085,29.77826428,111.1472479,71.364,30.18635714,7.347041667,15.0295,8
240,AS14.30,5,0,1,1,1,1,1,0,7.96,-1.08,1,0.162605998,169.4714905,1,1,18.57268344,60.82757197,192.3017143,12.61413889,286.783875,5.021,28.39435719,91.09525215,50.12474375,36.429325,7.556695172,,7.8
241,AS14.30,2,1,0,0,0,0,0,1,7.9,-1.2,1,0.209722222,173.8862222,,,20.5489697,51.779,294.0784286,,,,36.81955556,167.5418333,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
242,AS14.31,5,0,0,1,1,1,1,1,6.813333333,0.36,0.573333333,0.195757781,248.8248949,1,1,16.38711806,30.48216027,12.993808,15.6681875,,55.16966667,17.60067273,31.05325119,8.542333333,,24.09297333,,6.6
243,AS14.31,5,1,1,1,1,1,0,0,7.12,0.4,0.64,0.196702023,91.81559901,1,1,17.52056399,38.54727489,12.61097288,45.11233333,,17.04233333,11.15691744,26.66885485,,,71.39590475,,7
244,AS14.31,5,1,1,1,0,0,1,1,6.75,-0.16,0.61,0.20743318,133.0320999,1,1,15.78658384,33.08830154,13.13185179,29.7407,,9.443166668,11.65772,21.68466667,,,39.0693,,7
245,AS14.31,5,1,0,0,1,1,1,1,7.2,0.6,1,0.249589535,61.76373472,1,1,68.71521615,35.54120265,46.11518635,54.46325,,19.26758929,12.90376294,16.79332088,23.82666667,,19.08339111,,7
246,AS14.31,5,0,1,1,1,1,1,0,6.9,0.476666667,0.95,0.22694125,56.75989696,1,1,13.77684891,37.97986898,14.39028473,49.41125,,9.579875,17.98759,16.39073615,54.11045,5.064,97.05857786,,7.4
247,AS14.31,5,1,1,1,1,0,0,1,7.04,0.666666667,0.96,0.101525677,48.02203992,1,1,11.14357612,32.30945474,20.95109328,28.21776667,,10.04793576,26.82457044,33.28136429,47.282,,100.0112609,,7
248,AS14.31,5,1,0,1,0,1,1,1,7.07,0.81,1.04,0.110494518,71.44650539,1,1,14.48152364,18.49666755,8.781888889,26.08,,7.09,15.30143182,53.51553572,45.2375,,135.2920455,,7
249,AS14.31,5,1,0,0,1,1,1,1,7.066666667,0.813333333,1,,,,,,,,,,,,,,,,,7
250,AS14.31,3,0,1,1,1,0,0,0,7,0.833333333,1,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251,AS14.32,5,0,1,1,1,1,1,0,7.88,-0.07,0.78,0.103689194,71.67896881,1,1,23.35752922,46.85834518,17.69038589,,,47.852,18.37183445,91.10366667,63.8434,,5.024,,7.6
252,AS14.32,5,1,1,1,1,0,0,1,7.596666667,-0.183333333,0.09,0.077135031,51.11050415,1,1,18.83236889,50.98721081,14.50883136,,,,10.13828444,160.3455,84.22166667,,5.0145,22.431,7.666666667
253,AS14.32,5,1,1,0,0,1,1,1,7.953333333,-0.153333333,0.546666667,0.110838583,63.21267821,1,1,21.70450333,51.67856782,8.755976591,,,,13.760135,105.74775,59.74433333,,13.118,,8.5
254,AS14.32,5,1,0,1,1,1,0,0,7.6,-0.34,0.4,0.095234837,92.64459154,1,1,32.01876925,56.80846984,27.20739508,,,,19.35165394,152.0751667,45.90590833,,,,8
255,AS14.32,5,1,1,0,1,1,0,1,7.7,0.15,0.483333333,0.083465544,121.2368938,1,1,37.56289917,57.67536506,21.64054692,,,,13.91833444,102.3805556,41.9675,,63.91685714,,7
256,AS14.32,5,0,0,1,1,1,1,1,7.483333333,-0.383333333,0.433333333,0.104269634,108.3108269,1,1,17.08375089,73.72932146,8.623686195,,,,18.06453333,107.5235,48.36125,,,,7
257,AS14.32,5,1,0,1,1,1,1,0,6.8,-0.7,0.15,0.084836617,53.48617547,1,1,26.5095807,57.27339674,14.31300599,,,,8.707058095,218.8219444,33.69810703,,,,7.2
258,AS14.32,2,1,0,0,0,0,0,1,7.2,-1,0.2,0.10490284,58.89508532,1,,16.15944,81.83019445,14.15178125,,,6.036,21.73933334,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
259,AS14.33,5,0,0,1,1,1,1,1,7.333333333,-0.213333333,0.946666667,0.098823081,168.0965035,1,1,10.88714378,72.14069773,128.6352636,,,,18.84952286,107.5243819,,27.135,7.582238767,,7.2
260,AS14.33,5,1,1,1,1,1,0,0,6.8,-0.05,0.36,0.082679104,158.8653679,1,1,12.62622258,44.4050011,112.0453585,,,,13.44760667,102.0287594,27.132,,5.065564951,,7.6
261,AS14.33,5,1,1,1,0,0,1,1,6.63,-0.69,0.56,0.113955943,175.563821,1,1,14.50056461,47.71483872,119.6700012,3.106,,,13.19368571,86.96543815,32.23737143,4.011,6.190055357,,7
262,AS14.33,5,1,0,1,1,0,0,1,6.836666667,-0.63,0.413333333,0.127203675,172.499248,1,1,14.74611599,35.59093452,72.26968864,,,,10.93060762,109.5953534,37.09636889,,6.113253939,,4.8
263,AS14.33,5,1,1,0,0,1,1,1,5.88,-0.09,0.34,0.057112896,264.5071755,1,1,12.010748,60.90064651,66.61748384,,,,19.67072667,95.942792,11.666625,,11.13341667,,6.833333333
